Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 9:24:56.238 	19.119631	33.119794	17.072632	14.543578	8.132054	19.632931	38.247493	16.172387	11.081913	6.032281	76.367252	43.980588	32.898982	0.562645	67.215254	32.222101
오후 9:24:57.218 	19.131623	33.245532	16.990207	14.537582	8.196793	19.893070	38.355839	16.042120	10.949667	6.063052	76.524512	44.210781	32.889579	0.547855	66.510711	32.941434
오후 9:24:58.206 	19.223496	33.011935	17.044538	14.605692	8.219355	19.739191	38.460450	16.121191	10.918982	6.085460	76.636509	44.269571	32.839385	0.693558	64.217141	35.089302
오후 9:24:59.228 	19.290396	32.932393	16.948688	14.658202	8.306750	19.803219	38.585239	15.992606	10.938640	6.157242	76.707950	44.291302	32.839385	0.918098	61.794174	37.287728
오후 9:25:00.204 	19.312544	32.885845	16.926821	14.668765	8.350416	20.056423	38.450870	15.936843	10.917295	6.151077	76.744461	43.757923	32.933186	1.848650	58.667013	39.484337
오후 9:25:01.200 	19.344565	32.861403	16.912581	14.659713	8.330563	20.085079	38.599261	15.833965	10.874272	6.115170	76.984763	41.585339	32.669411	3.637250	54.514358	41.848392
오후 9:25:02.193 	19.617077	32.570571	16.783281	14.524676	8.309992	20.113746	38.125761	15.919114	10.884233	6.220579	77.092953	40.624594	32.672567	5.371191	49.540495	45.088314
오후 9:25:03.220 	15.965241	30.017337	18.595471	17.487584	9.824620	16.653528	35.336005	18.414566	13.451650	7.695076	77.257445	39.526981	32.504131	7.560711	45.145606	47.293683
오후 9:25:04.217 	15.820560	30.167677	18.752554	17.511138	9.811570	16.448191	35.121568	18.621861	13.604542	7.787254	77.467649	39.112461	32.948626	10.498501	47.694326	41.807172
오후 9:25:05.199 	15.792369	30.075618	18.664586	17.586629	9.814916	16.338837	35.250377	18.697374	13.611014	7.811319	77.668663	38.606023	32.340982	12.294651	51.206847	36.498502
오후 9:25:06.264 	15.778927	30.093759	18.877794	17.747557	9.760613	16.456941	35.159665	18.604202	13.559357	7.832586	77.800289	38.599375	31.407012	11.859411	49.588582	38.552007
오후 9:25:07.232 	15.795221	30.111581	18.866541	17.773787	9.697784	16.336499	35.232319	18.515284	13.491239	7.876209	77.730723	38.374562	31.171777	11.439403	49.859382	38.701215
오후 9:25:08.204 	15.819502	30.129934	18.831456	17.674046	9.780078	16.225395	35.310171	18.436612	13.491737	7.889897	77.787699	38.840205	30.055288	11.586372	49.233090	39.180538
